Code,Area,Year,Measure,Value
E09000001,City of London,1995,Median,105000
E09000002,Barking and Dagenham,1995,Median,49000
E09000003,Barnet,1995,Median,85500
E09000004,Bexley,1995,Median,62000
E09000005,Brent,1995,Median,68000
E09000006,Bromley,1995,Median,76850
E09000007,Camden,1995,Median,114000
E09000008,Croydon,1995,Median,60000
E09000009,Ealing,1995,Median,75000
E09000010,Enfield,1995,Median,66000
E09000011,Greenwich,1995,Median,61500
E09000012,Hackney,1995,Median,61975
E09000013,Hammersmith and Fulham,1995,Median,109950
E09000014,Haringey,1995,Median,66500
E09000015,Harrow,1995,Median,79975
E09000016,Havering,1995,Median,66375
E09000017,Hillingdon,1995,Median,71000
E09000018,Hounslow,1995,Median,73000
E09000019,Islington,1995,Median,95000
E09000020,Kensington and Chelsea,1995,Median,173000
E09000021,Kingston upon Thames,1995,Median,81000
E09000022,Lambeth,1995,Median,66000
E09000023,Lewisham,1995,Median,55998
E09000024,Merton,1995,Median,74500
E09000025,Newham,1995,Median,46750
E09000026,Redbridge,1995,Median,67995
E09000027,Richmond upon Thames,1995,Median,108000
E09000028,Southwark,1995,Median,71000
E09000029,Sutton,1995,Median,67000
E09000030,Tower Hamlets,1995,Median,67500
E09000031,Waltham Forest,1995,Median,55000
E09000032,Wandsworth,1995,Median,85500
E09000033,Westminster,1995,Median,127550
E13000001,Inner London,1995,Median,79000
E13000002,Outer London,1995,Median,70000
E12000001,North East,1995,Median,42500
E12000002,North West,1995,Median,45000
E12000003,Yorkshire And The Humber,1995,Median,45500
E12000004,East Midlands,1995,Median,45950
E12000005,West Midlands,1995,Median,49500
E12000006,East of England,1995,Median,57500
E12000007,London,1995,Median,72950
E12000008,South East,1995,Median,65000
E12000009,South West,1995,Median,55000
E92000001,England,1995,Median,55000
W92000004,Wales,1995,Median,44000
K04000001,England And Wales,1995,Median,54950
E09000001,City of London,1996,Median,138000
E09000002,Barking and Dagenham,1996,Median,49995
E09000003,Barnet,1996,Median,87000
E09000004,Bexley,1996,Median,65000
E09000005,Brent,1996,Median,73000
E09000006,Bromley,1996,Median,80000
E09000007,Camden,1996,Median,127500
E09000008,Croydon,1996,Median,64500
E09000009,Ealing,1996,Median,80000
E09000010,Enfield,1996,Median,70000
E09000011,Greenwich,1996,Median,64000
E09000012,Hackney,1996,Median,66000
E09000013,Hammersmith and Fulham,1996,Median,122000
E09000014,Haringey,1996,Median,71950
E09000015,Harrow,1996,Median,82500
E09000016,Havering,1996,Median,68500
E09000017,Hillingdon,1996,Median,72500
E09000018,Hounslow,1996,Median,73000
E09000019,Islington,1996,Median,102250
E09000020,Kensington and Chelsea,1996,Median,195000
E09000021,Kingston upon Thames,1996,Median,86000
E09000022,Lambeth,1996,Median,75000
E09000023,Lewisham,1996,Median,57500
E09000024,Merton,1996,Median,80000
E09000025,Newham,1996,Median,50000
E09000026,Redbridge,1996,Median,71000
E09000027,Richmond upon Thames,1996,Median,118500
E09000028,Southwark,1996,Median,72950
E09000029,Sutton,1996,Median,69000
E09000030,Tower Hamlets,1996,Median,77000
E09000031,Waltham Forest,1996,Median,56000
E09000032,Wandsworth,1996,Median,94000
E09000033,Westminster,1996,Median,133000
E13000001,Inner London,1996,Median,86783
E13000002,Outer London,1996,Median,73500
E12000001,North East,1996,Median,44500
E12000002,North West,1996,Median,46450
E12000003,Yorkshire And The Humber,1996,Median,46500
E12000004,East Midlands,1996,Median,47450
E12000005,West Midlands,1996,Median,51000
E12000006,East of England,1996,Median,58900
E12000007,London,1996,Median,77000
E12000008,South East,1996,Median,68500
E12000009,South West,1996,Median,57250
E92000001,England,1996,Median,57500
W92000004,Wales,1996,Median,45000
K04000001,England And Wales,1996,Median,57000
E09000001,City of London,1997,Median,132000
E09000002,Barking and Dagenham,1997,Median,53500
E09000003,Barnet,1997,Median,100000
E09000004,Bexley,1997,Median,71000
E09000005,Brent,1997,Median,83500
E09000006,Bromley,1997,Median,86000
E09000007,Camden,1997,Median,145000
E09000008,Croydon,1997,Median,71025
E09000009,Ealing,1997,Median,90000
E09000010,Enfield,1997,Median,78000
E09000011,Greenwich,1997,Median,66000
E09000012,Hackney,1997,Median,77000
E09000013,Hammersmith and Fulham,1997,Median,136000
E09000014,Haringey,1997,Median,81000
E09000015,Harrow,1997,Median,94159
E09000016,Havering,1997,Median,74000
E09000017,Hillingdon,1997,Median,79925
E09000018,Hounslow,1997,Median,80000
E09000019,Islington,1997,Median,119000
E09000020,Kensington and Chelsea,1997,Median,225000
E09000021,Kingston upon Thames,1997,Median,94950
E09000022,Lambeth,1997,Median,85000
E09000023,Lewisham,1997,Median,64000
E09000024,Merton,1997,Median,84950
E09000025,Newham,1997,Median,56000
E09000026,Redbridge,1997,Median,76375
E09000027,Richmond upon Thames,1997,Median,136000
E09000028,Southwark,1997,Median,85000
E09000029,Sutton,1997,Median,75000
E09000030,Tower Hamlets,1997,Median,95000
E09000031,Waltham Forest,1997,Median,62000
E09000032,Wandsworth,1997,Median,108125
E09000033,Westminster,1997,Median,160950
E13000001,Inner London,1997,Median,100000
E13000002,Outer London,1997,Median,80000
E12000001,North East,1997,Median,46995
E12000002,North West,1997,Median,49000
E12000003,Yorkshire And The Humber,1997,Median,48950
E12000004,East Midlands,1997,Median,50000
E12000005,West Midlands,1997,Median,54500
E12000006,East of England,1997,Median,63500
E12000007,London,1997,Median,86000
E12000008,South East,1997,Median,74500
E12000009,South West,1997,Median,60000
E92000001,England,1997,Median,60000
W92000004,Wales,1997,Median,47950
K04000001,England And Wales,1997,Median,60000
E09000001,City of London,1998,Median,185000
E09000002,Barking and Dagenham,1998,Median,59995
E09000003,Barnet,1998,Median,114000
E09000004,Bexley,1998,Median,79000
E09000005,Brent,1998,Median,96000
E09000006,Bromley,1998,Median,99995
E09000007,Camden,1998,Median,160000
E09000008,Croydon,1998,Median,79000
E09000009,Ealing,1998,Median,103000
E09000010,Enfield,1998,Median,85000
E09000011,Greenwich,1998,Median,75000
E09000012,Hackney,1998,Median,87500
E09000013,Hammersmith and Fulham,1998,Median,159950
E09000014,Haringey,1998,Median,91000
E09000015,Harrow,1998,Median,107500
E09000016,Havering,1998,Median,82500
E09000017,Hillingdon,1998,Median,89000
E09000018,Hounslow,1998,Median,95000
E09000019,Islington,1998,Median,145000
E09000020,Kensington and Chelsea,1998,Median,245000
E09000021,Kingston upon Thames,1998,Median,109500
E09000022,Lambeth,1998,Median,100000
E09000023,Lewisham,1998,Median,71250
E09000024,Merton,1998,Median,97000
E09000025,Newham,1998,Median,63500
E09000026,Redbridge,1998,Median,85000
E09000027,Richmond upon Thames,1998,Median,159000
E09000028,Southwark,1998,Median,99000
E09000029,Sutton,1998,Median,85000
E09000030,Tower Hamlets,1998,Median,115000
E09000031,Waltham Forest,1998,Median,71000
E09000032,Wandsworth,1998,Median,125000
E09000033,Westminster,1998,Median,177000
E13000001,Inner London,1998,Median,116500
E13000002,Outer London,1998,Median,90000
E12000001,North East,1998,Median,48000
E12000002,North West,1998,Median,50000
E12000003,Yorkshire And The Humber,1998,Median,50000
E12000004,East Midlands,1998,Median,53500
E12000005,West Midlands,1998,Median,57000
E12000006,East of England,1998,Median,69000
E12000007,London,1998,Median,97000
E12000008,South East,1998,Median,83000
E12000009,South West,1998,Median,66500
E92000001,England,1998,Median,66000
W92000004,Wales,1998,Median,49500
K04000001,England And Wales,1998,Median,65000
E09000001,City of London,1999,Median,187000
E09000002,Barking and Dagenham,1999,Median,65000
E09000003,Barnet,1999,Median,135000
E09000004,Bexley,1999,Median,86000
E09000005,Brent,1999,Median,112000
E09000006,Bromley,1999,Median,116500
E09000007,Camden,1999,Median,190000
E09000008,Croydon,1999,Median,89000
E09000009,Ealing,1999,Median,125000
E09000010,Enfield,1999,Median,94000
E09000011,Greenwich,1999,Median,90000
E09000012,Hackney,1999,Median,113000
E09000013,Hammersmith and Fulham,1999,Median,191750
E09000014,Haringey,1999,Median,110000
E09000015,Harrow,1999,Median,124000
E09000016,Havering,1999,Median,90000
E09000017,Hillingdon,1999,Median,104950
E09000018,Hounslow,1999,Median,113000
E09000019,Islington,1999,Median,170000
E09000020,Kensington and Chelsea,1999,Median,285000
E09000021,Kingston upon Thames,1999,Median,129950
E09000022,Lambeth,1999,Median,121000
E09000023,Lewisham,1999,Median,82000
E09000024,Merton,1999,Median,120000
E09000025,Newham,1999,Median,71995
E09000026,Redbridge,1999,Median,97500
E09000027,Richmond upon Thames,1999,Median,183500
E09000028,Southwark,1999,Median,123000
E09000029,Sutton,1999,Median,98125
E09000030,Tower Hamlets,1999,Median,140000
E09000031,Waltham Forest,1999,Median,79995
E09000032,Wandsworth,1999,Median,155000
E09000033,Westminster,1999,Median,220000
E13000001,Inner London,1999,Median,143000
E13000002,Outer London,1999,Median,106000
E12000001,North East,1999,Median,50495
E12000002,North West,1999,Median,53500
E12000003,Yorkshire And The Humber,1999,Median,53000
E12000004,East Midlands,1999,Median,57500
E12000005,West Midlands,1999,Median,60000
E12000006,East of England,1999,Median,76000
E12000007,London,1999,Median,118000
E12000008,South East,1999,Median,92500
E12000009,South West,1999,Median,74000
E92000001,England,1999,Median,74000
W92000004,Wales,1999,Median,53000
K04000001,England And Wales,1999,Median,72950
E09000001,City of London,2000,Median,203000
E09000002,Barking and Dagenham,2000,Median,78000
E09000003,Barnet,2000,Median,159000
E09000004,Bexley,2000,Median,98500
E09000005,Brent,2000,Median,139000
E09000006,Bromley,2000,Median,135000
E09000007,Camden,2000,Median,235000
E09000008,Croydon,2000,Median,110000
E09000009,Ealing,2000,Median,145000
E09000010,Enfield,2000,Median,114000
E09000011,Greenwich,2000,Median,106500
E09000012,Hackney,2000,Median,135000
E09000013,Hammersmith and Fulham,2000,Median,222000
E09000014,Haringey,2000,Median,130000
E09000015,Harrow,2000,Median,147500
E09000016,Havering,2000,Median,110000
E09000017,Hillingdon,2000,Median,124950
E09000018,Hounslow,2000,Median,130000
E09000019,Islington,2000,Median,197500
E09000020,Kensington and Chelsea,2000,Median,343000
E09000021,Kingston upon Thames,2000,Median,154000
E09000022,Lambeth,2000,Median,156875
E09000023,Lewisham,2000,Median,99995
E09000024,Merton,2000,Median,139950
E09000025,Newham,2000,Median,91995
E09000026,Redbridge,2000,Median,119000
E09000027,Richmond upon Thames,2000,Median,219500
E09000028,Southwark,2000,Median,155000
E09000029,Sutton,2000,Median,119950
E09000030,Tower Hamlets,2000,Median,162500
E09000031,Waltham Forest,2000,Median,96000
E09000032,Wandsworth,2000,Median,182000
E09000033,Westminster,2000,Median,250000
E13000001,Inner London,2000,Median,169000
E13000002,Outer London,2000,Median,125000
E12000001,North East,2000,Median,52000
E12000002,North West,2000,Median,56500
E12000003,Yorkshire And The Humber,2000,Median,56000
E12000004,East Midlands,2000,Median,61050
E12000005,West Midlands,2000,Median,67000
E12000006,East of England,2000,Median,86500
E12000007,London,2000,Median,138500
E12000008,South East,2000,Median,112000
E12000009,South West,2000,Median,85000
E92000001,England,2000,Median,82000
W92000004,Wales,2000,Median,56500
K04000001,England And Wales,2000,Median,80000
E09000001,City of London,2001,Median,240000
E09000002,Barking and Dagenham,2001,Median,89500
E09000003,Barnet,2001,Median,174975
E09000004,Bexley,2001,Median,116973
E09000005,Brent,2001,Median,158000
E09000006,Bromley,2001,Median,152725
E09000007,Camden,2001,Median,249995
E09000008,Croydon,2001,Median,126000
E09000009,Ealing,2001,Median,163000
E09000010,Enfield,2001,Median,130000
E09000011,Greenwich,2001,Median,123995
E09000012,Hackney,2001,Median,160000
E09000013,Hammersmith and Fulham,2001,Median,245000
E09000014,Haringey,2001,Median,150000
E09000015,Harrow,2001,Median,165000
E09000016,Havering,2001,Median,122500
E09000017,Hillingdon,2001,Median,140000
E09000018,Hounslow,2001,Median,148500
E09000019,Islington,2001,Median,216800
E09000020,Kensington and Chelsea,2001,Median,363000
E09000021,Kingston upon Thames,2001,Median,170000
E09000022,Lambeth,2001,Median,174200
E09000023,Lewisham,2001,Median,122000
E09000024,Merton,2001,Median,160000
E09000025,Newham,2001,Median,112000
E09000026,Redbridge,2001,Median,138000
E09000027,Richmond upon Thames,2001,Median,227000
E09000028,Southwark,2001,Median,180000
E09000029,Sutton,2001,Median,132500
E09000030,Tower Hamlets,2001,Median,184950
E09000031,Waltham Forest,2001,Median,118000
E09000032,Wandsworth,2001,Median,204000
E09000033,Westminster,2001,Median,280000
E13000001,Inner London,2001,Median,185000
E13000002,Outer London,2001,Median,140000
E12000001,North East,2001,Median,55000
E12000002,North West,2001,Median,60000
E12000003,Yorkshire And The Humber,2001,Median,59950
E12000004,East Midlands,2001,Median,70000
E12000005,West Midlands,2001,Median,75950
E12000006,East of England,2001,Median,99995
E12000007,London,2001,Median,155000
E12000008,South East,2001,Median,126000
E12000009,South West,2001,Median,96250
E92000001,England,2001,Median,92000
W92000004,Wales,2001,Median,60000
K04000001,England And Wales,2001,Median,90000
E09000001,City of London,2002,Median,265000
E09000002,Barking and Dagenham,2002,Median,115250
E09000003,Barnet,2002,Median,207000
E09000004,Bexley,2002,Median,139500
E09000005,Brent,2002,Median,187000
E09000006,Bromley,2002,Median,176820
E09000007,Camden,2002,Median,279950
E09000008,Croydon,2002,Median,150300
E09000009,Ealing,2002,Median,190000
E09000010,Enfield,2002,Median,153000
E09000011,Greenwich,2002,Median,150000
E09000012,Hackney,2002,Median,180000
E09000013,Hammersmith and Fulham,2002,Median,265000
E09000014,Haringey,2002,Median,180000
E09000015,Harrow,2002,Median,197450
E09000016,Havering,2002,Median,145000
E09000017,Hillingdon,2002,Median,166950
E09000018,Hounslow,2002,Median,174950
E09000019,Islington,2002,Median,245000
E09000020,Kensington and Chelsea,2002,Median,399450
E09000021,Kingston upon Thames,2002,Median,198000
E09000022,Lambeth,2002,Median,195000
E09000023,Lewisham,2002,Median,145000
E09000024,Merton,2002,Median,185000
E09000025,Newham,2002,Median,141000
E09000026,Redbridge,2002,Median,168000
E09000027,Richmond upon Thames,2002,Median,249950
E09000028,Southwark,2002,Median,190000
E09000029,Sutton,2002,Median,156000
E09000030,Tower Hamlets,2002,Median,200000
E09000031,Waltham Forest,2002,Median,149000
E09000032,Wandsworth,2002,Median,235000
E09000033,Westminster,2002,Median,319000
E13000001,Inner London,2002,Median,168000
E13000002,Outer London,2002,Median,110000
E12000001,North East,2002,Median,60000
E12000002,North West,2002,Median,70000
E12000003,Yorkshire And The Humber,2002,Median,70000
E12000004,East Midlands,2002,Median,85000
E12000005,West Midlands,2002,Median,89950
E12000006,East of England,2002,Median,125000
E12000007,London,2002,Median,181000
E12000008,South East,2002,Median,148000
E12000009,South West,2002,Median,123000
E92000001,England,2002,Median,114000
W92000004,Wales,2002,Median,71000
K04000001,England And Wales,2002,Median,214950
E09000001,City of London,2003,Median,310000
E09000002,Barking and Dagenham,2003,Median,140000
E09000003,Barnet,2003,Median,233000
E09000004,Bexley,2003,Median,163000
E09000005,Brent,2003,Median,210000
E09000006,Bromley,2003,Median,205000
E09000007,Camden,2003,Median,273000
E09000008,Croydon,2003,Median,172000
E09000009,Ealing,2003,Median,210000
E09000010,Enfield,2003,Median,180000
E09000011,Greenwich,2003,Median,169995
E09000012,Hackney,2003,Median,195000
E09000013,Hammersmith and Fulham,2003,Median,280000
E09000014,Haringey,2003,Median,192500
E09000015,Harrow,2003,Median,230000
E09000016,Havering,2003,Median,173995
E09000017,Hillingdon,2003,Median,190000
E09000018,Hounslow,2003,Median,200000
E09000019,Islington,2003,Median,245500
E09000020,Kensington and Chelsea,2003,Median,405000
E09000021,Kingston upon Thames,2003,Median,215195
E09000022,Lambeth,2003,Median,202000
E09000023,Lewisham,2003,Median,165000
E09000024,Merton,2003,Median,200000
E09000025,Newham,2003,Median,172998
E09000026,Redbridge,2003,Median,195000
E09000027,Richmond upon Thames,2003,Median,265000
E09000028,Southwark,2003,Median,208500
E09000029,Sutton,2003,Median,175000
E09000030,Tower Hamlets,2003,Median,211000
E09000031,Waltham Forest,2003,Median,172000
E09000032,Wandsworth,2003,Median,242500
E09000033,Westminster,2003,Median,325000
E13000001,Inner London,2003,Median,225000
E13000002,Outer London,2003,Median,190000
E12000001,North East,2003,Median,77500
E12000002,North West,2003,Median,85000
E12000003,Yorkshire And The Humber,2003,Median,87500
E12000004,East Midlands,2003,Median,107000
E12000005,West Midlands,2003,Median,110000
E12000006,East of England,2003,Median,145000
E12000007,London,2003,Median,200000
E12000008,South East,2003,Median,169500
E12000009,South West,2003,Median,144950
E92000001,England,2003,Median,132000
W92000004,Wales,2003,Median,87973
K04000001,England And Wales,2003,Median,130000
E09000001,City of London,2004,Median,248863
E09000002,Barking and Dagenham,2004,Median,159995
E09000003,Barnet,2004,Median,249000
E09000004,Bexley,2004,Median,175000
E09000005,Brent,2004,Median,223500
E09000006,Bromley,2004,Median,225000
E09000007,Camden,2004,Median,305000
E09000008,Croydon,2004,Median,185000
E09000009,Ealing,2004,Median,231000
E09000010,Enfield,2004,Median,193000
E09000011,Greenwich,2004,Median,180000
E09000012,Hackney,2004,Median,215000
E09000013,Hammersmith and Fulham,2004,Median,300250
E09000014,Haringey,2004,Median,213000
E09000015,Harrow,2004,Median,245000
E09000016,Havering,2004,Median,188000
E09000017,Hillingdon,2004,Median,210000
E09000018,Hounslow,2004,Median,215000
E09000019,Islington,2004,Median,250000
E09000020,Kensington and Chelsea,2004,Median,455000
E09000021,Kingston upon Thames,2004,Median,235000
E09000022,Lambeth,2004,Median,220000
E09000023,Lewisham,2004,Median,180000
E09000024,Merton,2004,Median,224999
E09000025,Newham,2004,Median,186995
E09000026,Redbridge,2004,Median,217500
E09000027,Richmond upon Thames,2004,Median,291250
E09000028,Southwark,2004,Median,225000
E09000029,Sutton,2004,Median,187000
E09000030,Tower Hamlets,2004,Median,230000
E09000031,Waltham Forest,2004,Median,187500
E09000032,Wandsworth,2004,Median,260000
E09000033,Westminster,2004,Median,345229
E13000001,Inner London,2004,Median,240000
E13000002,Outer London,2004,Median,209000
E12000001,North East,2004,Median,95000
E12000002,North West,2004,Median,107500
E12000003,Yorkshire And The Humber,2004,Median,110000
E12000004,East Midlands,2004,Median,126000
E12000005,West Midlands,2004,Median,128000
E12000006,East of England,2004,Median,163000
E12000007,London,2004,Median,220000
E12000008,South East,2004,Median,185000
E12000009,South West,2004,Median,164500
E92000001,England,2004,Median,151000
W92000004,Wales,2004,Median,115000
K04000001,England And Wales,2004,Median,150000
E09000001,City of London,2005,Median,306000
E09000002,Barking and Dagenham,2005,Median,163000
E09000003,Barnet,2005,Median,250000
E09000004,Bexley,2005,Median,183000
E09000005,Brent,2005,Median,240000
E09000006,Bromley,2005,Median,230000
E09000007,Camden,2005,Median,325000
E09000008,Croydon,2005,Median,194500
E09000009,Ealing,2005,Median,235000
E09000010,Enfield,2005,Median,200000
E09000011,Greenwich,2005,Median,200000
E09000012,Hackney,2005,Median,220000
E09000013,Hammersmith and Fulham,2005,Median,325000
E09000014,Haringey,2005,Median,224998
E09000015,Harrow,2005,Median,249000
E09000016,Havering,2005,Median,195000
E09000017,Hillingdon,2005,Median,218250
E09000018,Hounslow,2005,Median,220000
E09000019,Islington,2005,Median,270000
E09000020,Kensington and Chelsea,2005,Median,465000
E09000021,Kingston upon Thames,2005,Median,240000
E09000022,Lambeth,2005,Median,229000
E09000023,Lewisham,2005,Median,185000
E09000024,Merton,2005,Median,233000
E09000025,Newham,2005,Median,197600
E09000026,Redbridge,2005,Median,225000
E09000027,Richmond upon Thames,2005,Median,299950
E09000028,Southwark,2005,Median,239973
E09000029,Sutton,2005,Median,200000
E09000030,Tower Hamlets,2005,Median,238000
E09000031,Waltham Forest,2005,Median,198000
E09000032,Wandsworth,2005,Median,277500
E09000033,Westminster,2005,Median,375000
E13000001,Inner London,2005,Median,249999
E13000002,Outer London,2005,Median,217500
E12000001,North East,2005,Median,108000
E12000002,North West,2005,Median,119000
E12000003,Yorkshire And The Humber,2005,Median,119995
E12000004,East Midlands,2005,Median,132000
E12000005,West Midlands,2005,Median,134000
E12000006,East of England,2005,Median,169995
E12000007,London,2005,Median,230000
E12000008,South East,2005,Median,192000
E12000009,South West,2005,Median,169950
E92000001,England,2005,Median,159950
W92000004,Wales,2005,Median,125000
K04000001,England And Wales,2005,Median,157500
E09000001,City of London,2006,Median,315000
E09000002,Barking and Dagenham,2006,Median,167998
E09000003,Barnet,2006,Median,273000
E09000004,Bexley,2006,Median,195000
E09000005,Brent,2006,Median,249950
E09000006,Bromley,2006,Median,242500
E09000007,Camden,2006,Median,357500
E09000008,Croydon,2006,Median,205000
E09000009,Ealing,2006,Median,248000
E09000010,Enfield,2006,Median,210000
E09000011,Greenwich,2006,Median,209995
E09000012,Hackney,2006,Median,245000
E09000013,Hammersmith and Fulham,2006,Median,350000
E09000014,Haringey,2006,Median,237500
E09000015,Harrow,2006,Median,250000
E09000016,Havering,2006,Median,205000
E09000017,Hillingdon,2006,Median,230000
E09000018,Hounslow,2006,Median,235000
E09000019,Islington,2006,Median,295000
E09000020,Kensington and Chelsea,2006,Median,525000
E09000021,Kingston upon Thames,2006,Median,249999
E09000022,Lambeth,2006,Median,246000
E09000023,Lewisham,2006,Median,204300
E09000024,Merton,2006,Median,242000
E09000025,Newham,2006,Median,211500
E09000026,Redbridge,2006,Median,238000
E09000027,Richmond upon Thames,2006,Median,330000
E09000028,Southwark,2006,Median,247000
E09000029,Sutton,2006,Median,210000
E09000030,Tower Hamlets,2006,Median,249995
E09000031,Waltham Forest,2006,Median,215000
E09000032,Wandsworth,2006,Median,312000
E09000033,Westminster,2006,Median,410000
E13000001,Inner London,2006,Median,270000
E13000002,Outer London,2006,Median,230000
E12000001,North East,2006,Median,119000
E12000002,North West,2006,Median,127500
E12000003,Yorkshire And The Humber,2006,Median,128500
E12000004,East Midlands,2006,Median,137000
E12000005,West Midlands,2006,Median,142000
E12000006,East of England,2006,Median,178000
E12000007,London,2006,Median,245000
E12000008,South East,2006,Median,202000
E12000009,South West,2006,Median,178000
E92000001,England,2006,Median,168000
W92000004,Wales,2006,Median,132500
K04000001,England And Wales,2006,Median,166000
E09000001,City of London,2007,Median,417500
E09000002,Barking and Dagenham,2007,Median,185000
E09000003,Barnet,2007,Median,295000
E09000004,Bexley,2007,Median,212000
E09000005,Brent,2007,Median,280000
E09000006,Bromley,2007,Median,260000
E09000007,Camden,2007,Median,410000
E09000008,Croydon,2007,Median,222500
E09000009,Ealing,2007,Median,270000
E09000010,Enfield,2007,Median,233000
E09000011,Greenwich,2007,Median,224000
E09000012,Hackney,2007,Median,264000
E09000013,Hammersmith and Fulham,2007,Median,415000
E09000014,Haringey,2007,Median,267500
E09000015,Harrow,2007,Median,280000
E09000016,Havering,2007,Median,222500
E09000017,Hillingdon,2007,Median,245000
E09000018,Hounslow,2007,Median,249995
E09000019,Islington,2007,Median,347000
E09000020,Kensington and Chelsea,2007,Median,640000
E09000021,Kingston upon Thames,2007,Median,290000
E09000022,Lambeth,2007,Median,280000
E09000023,Lewisham,2007,Median,225000
E09000024,Merton,2007,Median,263000
E09000025,Newham,2007,Median,230000
E09000026,Redbridge,2007,Median,250000
E09000027,Richmond upon Thames,2007,Median,381000
E09000028,Southwark,2007,Median,276000
E09000029,Sutton,2007,Median,233000
E09000030,Tower Hamlets,2007,Median,290000
E09000031,Waltham Forest,2007,Median,239000
E09000032,Wandsworth,2007,Median,355000
E09000033,Westminster,2007,Median,475000
E13000001,Inner London,2007,Median,310000
E13000002,Outer London,2007,Median,249000
E12000001,North East,2007,Median,122000
E12000002,North West,2007,Median,134950
E12000003,Yorkshire And The Humber,2007,Median,135000
E12000004,East Midlands,2007,Median,144020
E12000005,West Midlands,2007,Median,147000
E12000006,East of England,2007,Median,190000
E12000007,London,2007,Median,263000
E12000008,South East,2007,Median,219950
E12000009,South West,2007,Median,190000
E92000001,England,2007,Median,178000
W92000004,Wales,2007,Median,140000
K04000001,England And Wales,2007,Median,175000
E09000001,City of London,2008,Median,365000
E09000002,Barking and Dagenham,2008,Median,190000
E09000003,Barnet,2008,Median,280000
E09000004,Bexley,2008,Median,210000
E09000005,Brent,2008,Median,275000
E09000006,Bromley,2008,Median,250000
E09000007,Camden,2008,Median,439975
E09000008,Croydon,2008,Median,226500
E09000009,Ealing,2008,Median,270000
E09000010,Enfield,2008,Median,234600
E09000011,Greenwich,2008,Median,230000
E09000012,Hackney,2008,Median,265000
E09000013,Hammersmith and Fulham,2008,Median,435000
E09000014,Haringey,2008,Median,250000
E09000015,Harrow,2008,Median,275000
E09000016,Havering,2008,Median,222500
E09000017,Hillingdon,2008,Median,245000
E09000018,Hounslow,2008,Median,249000
E09000019,Islington,2008,Median,350000
E09000020,Kensington and Chelsea,2008,Median,700000
E09000021,Kingston upon Thames,2008,Median,285000
E09000022,Lambeth,2008,Median,275000
E09000023,Lewisham,2008,Median,227000
E09000024,Merton,2008,Median,261500
E09000025,Newham,2008,Median,235000
E09000026,Redbridge,2008,Median,250000
E09000027,Richmond upon Thames,2008,Median,375000
E09000028,Southwark,2008,Median,278000
E09000029,Sutton,2008,Median,230000
E09000030,Tower Hamlets,2008,Median,289998
E09000031,Waltham Forest,2008,Median,231000
E09000032,Wandsworth,2008,Median,350000
E09000033,Westminster,2008,Median,495000
E13000001,Inner London,2008,Median,313000
E13000002,Outer London,2008,Median,247950
E12000001,North East,2008,Median,120000
E12000002,North West,2008,Median,129500
E12000003,Yorkshire And The Humber,2008,Median,129995
E12000004,East Midlands,2008,Median,138000
E12000005,West Midlands,2008,Median,142000
E12000006,East of England,2008,Median,185500
E12000007,London,2008,Median,260000
E12000008,South East,2008,Median,215000
E12000009,South West,2008,Median,185000
E92000001,England,2008,Median,173500
W92000004,Wales,2008,Median,135000
K04000001,England And Wales,2008,Median,170000
E09000001,City of London,2009,Median,365000
E09000002,Barking and Dagenham,2009,Median,160000
E09000003,Barnet,2009,Median,290000
E09000004,Bexley,2009,Median,196000
E09000005,Brent,2009,Median,275000
E09000006,Bromley,2009,Median,249000
E09000007,Camden,2009,Median,417500
E09000008,Croydon,2009,Median,200000
E09000009,Ealing,2009,Median,257750
E09000010,Enfield,2009,Median,225000
E09000011,Greenwich,2009,Median,220000
E09000012,Hackney,2009,Median,275000
E09000013,Hammersmith and Fulham,2009,Median,420000
E09000014,Haringey,2009,Median,250000
E09000015,Harrow,2009,Median,250000
E09000016,Havering,2009,Median,200000
E09000017,Hillingdon,2009,Median,230000
E09000018,Hounslow,2009,Median,240000
E09000019,Islington,2009,Median,345000
E09000020,Kensington and Chelsea,2009,Median,680000
E09000021,Kingston upon Thames,2009,Median,270000
E09000022,Lambeth,2009,Median,275000
E09000023,Lewisham,2009,Median,215000
E09000024,Merton,2009,Median,250000
E09000025,Newham,2009,Median,200000
E09000026,Redbridge,2009,Median,230000
E09000027,Richmond upon Thames,2009,Median,376425
E09000028,Southwark,2009,Median,285000
E09000029,Sutton,2009,Median,210000
E09000030,Tower Hamlets,2009,Median,290000
E09000031,Waltham Forest,2009,Median,211500
E09000032,Wandsworth,2009,Median,350000
E09000033,Westminster,2009,Median,499999
E13000001,Inner London,2009,Median,322500
E13000002,Outer London,2009,Median,235000
E12000001,North East,2009,Median,120000
E12000002,North West,2009,Median,130000
E12000003,Yorkshire And The Humber,2009,Median,130000
E12000004,East Midlands,2009,Median,135000
E12000005,West Midlands,2009,Median,142000
E12000006,East of England,2009,Median,175000
E12000007,London,2009,Median,250000
E12000008,South East,2009,Median,203000
E12000009,South West,2009,Median,175000
E92000001,England,2009,Median,170000
W92000004,Wales,2009,Median,132000
K04000001,England And Wales,2009,Median,168500
E09000001,City of London,2010,Median,410000
E09000002,Barking and Dagenham,2010,Median,170000
E09000003,Barnet,2010,Median,325000
E09000004,Bexley,2010,Median,215000
E09000005,Brent,2010,Median,283000
E09000006,Bromley,2010,Median,275000
