Code,Area,Year,Measure,Value
E12000005,West Midlands,2002,Mean,91560
E12000006,East of England,2002,Mean,126767
E12000007,London,2002,Mean,192537
E12000008,South East,2002,Mean,152450
E12000009,South West,2002,Mean,124410
E92000001,England,2002,Mean,108713
W92000004,Wales,2002,Mean,70125
K04000001,England And Wales,2002,Mean,225313
E09000001,City of London,2003,Mean,249950
E09000002,Barking and Dagenham,2003,Mean,125000
E09000003,Barnet,2003,Mean,170000
E09000004,Bexley,2003,Mean,130000
E09000005,Brent,2003,Mean,160000
E09000006,Bromley,2003,Mean,154950
E09000007,Camden,2003,Mean,205000
E09000008,Croydon,2003,Mean,138000
E09000009,Ealing,2003,Mean,163000
E09000010,Enfield,2003,Mean,140000
E09000011,Greenwich,2003,Mean,140000
E09000012,Hackney,2003,Mean,150000
E09000013,Hammersmith and Fulham,2003,Mean,216651
E09000014,Haringey,2003,Mean,150000
E09000015,Harrow,2003,Mean,172000
E09000016,Havering,2003,Mean,138000
E09000017,Hillingdon,2003,Mean,150000
E09000018,Hounslow,2003,Mean,160000
E09000019,Islington,2003,Mean,184000
E09000020,Kensington and Chelsea,2003,Mean,255500
E09000021,Kingston upon Thames,2003,Mean,177000
E09000022,Lambeth,2003,Mean,157000
E09000023,Lewisham,2003,Mean,135000
E09000024,Merton,2003,Mean,158500
E09000025,Newham,2003,Mean,142000
E09000026,Redbridge,2003,Mean,150000
E09000027,Richmond upon Thames,2003,Mean,206000
E09000028,Southwark,2003,Mean,155000
E09000029,Sutton,2003,Mean,141000
E09000030,Tower Hamlets,2003,Mean,165000
E09000031,Waltham Forest,2003,Mean,139995
E09000032,Wandsworth,2003,Mean,184625
E09000033,Westminster,2003,Mean,240000
E13000001,Inner London,2003,Mean,165000
E13000002,Outer London,2003,Mean,149000
E12000001,North East,2003,Mean,46500
E12000002,North West,2003,Mean,53500
E12000003,Yorkshire And The Humber,2003,Mean,57000
E12000004,East Midlands,2003,Mean,76495
E12000005,West Midlands,2003,Mean,77950
E12000006,East of England,2003,Mean,109000
E12000007,London,2003,Mean,154995
E12000008,South East,2003,Mean,127000
E12000009,South West,2003,Mean,109000
E92000001,England,2003,Mean,85000
W92000004,Wales,2003,Mean,59000
K04000001,England And Wales,2003,Mean,83950
E09000001,City of London,2004,Mean,246870
E09000002,Barking and Dagenham,2004,Mean,159321
E09000003,Barnet,2004,Mean,263479
E09000004,Bexley,2004,Mean,177685
E09000005,Brent,2004,Mean,228536
E09000006,Bromley,2004,Mean,231415
E09000007,Camden,2004,Mean,330032
E09000008,Croydon,2004,Mean,192748
E09000009,Ealing,2004,Mean,236033
E09000010,Enfield,2004,Mean,199166
E09000011,Greenwich,2004,Mean,191352
E09000012,Hackney,2004,Mean,217947
E09000013,Hammersmith and Fulham,2004,Mean,330746
E09000014,Haringey,2004,Mean,225145
E09000015,Harrow,2004,Mean,246866
E09000016,Havering,2004,Mean,193978
E09000017,Hillingdon,2004,Mean,207300
E09000018,Hounslow,2004,Mean,223397
E09000019,Islington,2004,Mean,276938
E09000020,Kensington and Chelsea,2004,Mean,512371
E09000021,Kingston upon Thames,2004,Mean,242571
E09000022,Lambeth,2004,Mean,229237
E09000023,Lewisham,2004,Mean,184874
E09000024,Merton,2004,Mean,237707
E09000025,Newham,2004,Mean,183714
E09000026,Redbridge,2004,Mean,216690
E09000027,Richmond upon Thames,2004,Mean,324917
E09000028,Southwark,2004,Mean,229066
E09000029,Sutton,2004,Mean,196467
E09000030,Tower Hamlets,2004,Mean,237984
E09000031,Waltham Forest,2004,Mean,186303
E09000032,Wandsworth,2004,Mean,288437
E09000033,Westminster,2004,Mean,388172
E13000001,Inner London,2004,Mean,263274
E13000002,Outer London,2004,Mean,216453
E12000001,North East,2004,Mean,93676
E12000002,North West,2004,Mean,102427
E12000003,Yorkshire And The Humber,2004,Mean,106018
E12000004,East Midlands,2004,Mean,127092
E12000005,West Midlands,2004,Mean,130416
E12000006,East of England,2004,Mean,167570
E12000007,London,2004,Mean,233720
E12000008,South East,2004,Mean,193147
E12000009,South West,2004,Mean,168989
E92000001,England,2004,Mean,148640
W92000004,Wales,2004,Mean,110438
K04000001,England And Wales,2004,Mean,146633
E09000001,City of London,2005,Mean,315594
E09000002,Barking and Dagenham,2005,Mean,164912
E09000003,Barnet,2005,Mean,271865
E09000004,Bexley,2005,Mean,184523
E09000005,Brent,2005,Mean,242117
E09000006,Bromley,2005,Mean,239579
E09000007,Camden,2005,Mean,357077
E09000008,Croydon,2005,Mean,200383
E09000009,Ealing,2005,Mean,245252
E09000010,Enfield,2005,Mean,207405
E09000011,Greenwich,2005,Mean,208293
E09000012,Hackney,2005,Mean,227961
E09000013,Hammersmith and Fulham,2005,Mean,356866
E09000014,Haringey,2005,Mean,235867
E09000015,Harrow,2005,Mean,256808
E09000016,Havering,2005,Mean,203930
E09000017,Hillingdon,2005,Mean,215459
E09000018,Hounslow,2005,Mean,230658
E09000019,Islington,2005,Mean,294137
E09000020,Kensington and Chelsea,2005,Mean,535967
E09000021,Kingston upon Thames,2005,Mean,251723
E09000022,Lambeth,2005,Mean,239281
E09000023,Lewisham,2005,Mean,192048
E09000024,Merton,2005,Mean,245419
E09000025,Newham,2005,Mean,194350
E09000026,Redbridge,2005,Mean,222827
E09000027,Richmond upon Thames,2005,Mean,333503
E09000028,Southwark,2005,Mean,244724
E09000029,Sutton,2005,Mean,208085
E09000030,Tower Hamlets,2005,Mean,243891
E09000031,Waltham Forest,2005,Mean,196234
E09000032,Wandsworth,2005,Mean,302557
E09000033,Westminster,2005,Mean,416083
E13000001,Inner London,2005,Mean,280344
E13000002,Outer London,2005,Mean,225727
E12000001,North East,2005,Mean,106591
E12000002,North West,2005,Mean,115977
E12000003,Yorkshire And The Humber,2005,Mean,119109
E12000004,East Midlands,2005,Mean,136426
E12000005,West Midlands,2005,Mean,138983
E12000006,East of England,2005,Mean,176484
E12000007,London,2005,Mean,246185
E12000008,South East,2005,Mean,201684
E12000009,South West,2005,Mean,176985
E92000001,England,2005,Mean,160214
W92000004,Wales,2005,Mean,124448
K04000001,England And Wales,2005,Mean,158398
E09000001,City of London,2006,Mean,339413
E09000002,Barking and Dagenham,2006,Mean,170278
E09000003,Barnet,2006,Mean,290952
E09000004,Bexley,2006,Mean,196565
E09000005,Brent,2006,Mean,257164
E09000006,Bromley,2006,Mean,251376
E09000007,Camden,2006,Mean,391732
E09000008,Croydon,2006,Mean,211597
E09000009,Ealing,2006,Mean,261806
E09000010,Enfield,2006,Mean,219163
E09000011,Greenwich,2006,Mean,217515
E09000012,Hackney,2006,Mean,251876
E09000013,Hammersmith and Fulham,2006,Mean,385676
E09000014,Haringey,2006,Mean,257403
E09000015,Harrow,2006,Mean,268245
E09000016,Havering,2006,Mean,211378
E09000017,Hillingdon,2006,Mean,231892
E09000018,Hounslow,2006,Mean,249481
E09000019,Islington,2006,Mean,319029
E09000020,Kensington and Chelsea,2006,Mean,610110
E09000021,Kingston upon Thames,2006,Mean,271111
E09000022,Lambeth,2006,Mean,259636
E09000023,Lewisham,2006,Mean,207295
E09000024,Merton,2006,Mean,261279
E09000025,Newham,2006,Mean,203961
E09000026,Redbridge,2006,Mean,237729
E09000027,Richmond upon Thames,2006,Mean,363624
E09000028,Southwark,2006,Mean,256734
E09000029,Sutton,2006,Mean,219034
E09000030,Tower Hamlets,2006,Mean,258170
E09000031,Waltham Forest,2006,Mean,208790
E09000032,Wandsworth,2006,Mean,334313
E09000033,Westminster,2006,Mean,453184
E13000001,Inner London,2006,Mean,305440
E13000002,Outer London,2006,Mean,239908
E12000001,North East,2006,Mean,118295
E12000002,North West,2006,Mean,129203
E12000003,Yorkshire And The Humber,2006,Mean,131085
E12000004,East Midlands,2006,Mean,142802
E12000005,West Midlands,2006,Mean,148364
E12000006,East of England,2006,Mean,187012
E12000007,London,2006,Mean,264206
E12000008,South East,2006,Mean,213297
E12000009,South West,2006,Mean,187260
E92000001,England,2006,Mean,172812
W92000004,Wales,2006,Mean,134798
K04000001,England And Wales,2006,Mean,170889
E09000001,City of London,2007,Mean,464276
E09000002,Barking and Dagenham,2007,Mean,187134
E09000003,Barnet,2007,Mean,319738
E09000004,Bexley,2007,Mean,210775
E09000005,Brent,2007,Mean,288906
E09000006,Bromley,2007,Mean,276927
E09000007,Camden,2007,Mean,446088
E09000008,Croydon,2007,Mean,227122
E09000009,Ealing,2007,Mean,290336
E09000010,Enfield,2007,Mean,239586
E09000011,Greenwich,2007,Mean,235128
E09000012,Hackney,2007,Mean,283038
E09000013,Hammersmith and Fulham,2007,Mean,451173
E09000014,Haringey,2007,Mean,295222
E09000015,Harrow,2007,Mean,289300
E09000016,Havering,2007,Mean,227764
E09000017,Hillingdon,2007,Mean,249397
E09000018,Hounslow,2007,Mean,273845
E09000019,Islington,2007,Mean,375652
E09000020,Kensington and Chelsea,2007,Mean,712295
E09000021,Kingston upon Thames,2007,Mean,307574
E09000022,Lambeth,2007,Mean,298989
E09000023,Lewisham,2007,Mean,229417
E09000024,Merton,2007,Mean,299847
E09000025,Newham,2007,Mean,221262
E09000026,Redbridge,2007,Mean,259452
E09000027,Richmond upon Thames,2007,Mean,418857
E09000028,Southwark,2007,Mean,293739
E09000029,Sutton,2007,Mean,239407
E09000030,Tower Hamlets,2007,Mean,302291
E09000031,Waltham Forest,2007,Mean,234545
E09000032,Wandsworth,2007,Mean,384761
E09000033,Westminster,2007,Mean,524163
E13000001,Inner London,2007,Mean,345186
E13000002,Outer London,2007,Mean,262310
E12000001,North East,2007,Mean,124303
E12000002,North West,2007,Mean,138170
E12000003,Yorkshire And The Humber,2007,Mean,139134
E12000004,East Midlands,2007,Mean,149977
E12000005,West Midlands,2007,Mean,153841
E12000006,East of England,2007,Mean,200246
E12000007,London,2007,Mean,291792
E12000008,South East,2007,Mean,228919
E12000009,South West,2007,Mean,202142
E92000001,England,2007,Mean,184584
W92000004,Wales,2007,Mean,142876
K04000001,England And Wales,2007,Mean,182441
E09000001,City of London,2008,Mean,384367
E09000002,Barking and Dagenham,2008,Mean,190612
E09000003,Barnet,2008,Mean,312400
E09000004,Bexley,2008,Mean,206960
E09000005,Brent,2008,Mean,289849
E09000006,Bromley,2008,Mean,268830
E09000007,Camden,2008,Mean,483016
E09000008,Croydon,2008,Mean,230266
E09000009,Ealing,2008,Mean,289661
E09000010,Enfield,2008,Mean,238685
E09000011,Greenwich,2008,Mean,238562
E09000012,Hackney,2008,Mean,287492
E09000013,Hammersmith and Fulham,2008,Mean,462108
E09000014,Haringey,2008,Mean,288579
E09000015,Harrow,2008,Mean,284512
E09000016,Havering,2008,Mean,226383
E09000017,Hillingdon,2008,Mean,247604
E09000018,Hounslow,2008,Mean,271161
E09000019,Islington,2008,Mean,374153
E09000020,Kensington and Chelsea,2008,Mean,792508
E09000021,Kingston upon Thames,2008,Mean,310212
E09000022,Lambeth,2008,Mean,298406
E09000023,Lewisham,2008,Mean,232155
E09000024,Merton,2008,Mean,297457
E09000025,Newham,2008,Mean,231873
E09000026,Redbridge,2008,Mean,258603
E09000027,Richmond upon Thames,2008,Mean,414272
E09000028,Southwark,2008,Mean,291123
E09000029,Sutton,2008,Mean,237514
E09000030,Tower Hamlets,2008,Mean,301604
E09000031,Waltham Forest,2008,Mean,226675
E09000032,Wandsworth,2008,Mean,379791
E09000033,Westminster,2008,Mean,553917
E13000001,Inner London,2008,Mean,351168
E13000002,Outer London,2008,Mean,260966
E12000001,North East,2008,Mean,122092
E12000002,North West,2008,Mean,134185
E12000003,Yorkshire And The Humber,2008,Mean,134462
E12000004,East Midlands,2008,Mean,143243
E12000005,West Midlands,2008,Mean,149104
E12000006,East of England,2008,Mean,195563
E12000007,London,2008,Mean,292993
E12000008,South East,2008,Mean,225134
E12000009,South West,2008,Mean,194356
E92000001,England,2008,Mean,179647
W92000004,Wales,2008,Mean,136173
K04000001,England And Wales,2008,Mean,177262
E09000001,City of London,2009,Mean,384890
E09000002,Barking and Dagenham,2009,Mean,160522
E09000003,Barnet,2009,Mean,312506
E09000004,Bexley,2009,Mean,197780
E09000005,Brent,2009,Mean,278357
E09000006,Bromley,2009,Mean,263599
E09000007,Camden,2009,Mean,454091
E09000008,Croydon,2009,Mean,209742
E09000009,Ealing,2009,Mean,283830
E09000010,Enfield,2009,Mean,234612
E09000011,Greenwich,2009,Mean,235174
E09000012,Hackney,2009,Mean,281512
E09000013,Hammersmith and Fulham,2009,Mean,457036
E09000014,Haringey,2009,Mean,288015
E09000015,Harrow,2009,Mean,262538
E09000016,Havering,2009,Mean,208307
E09000017,Hillingdon,2009,Mean,234334
E09000018,Hounslow,2009,Mean,261924
E09000019,Islington,2009,Mean,359826
E09000020,Kensington and Chelsea,2009,Mean,740653
E09000021,Kingston upon Thames,2009,Mean,288271
E09000022,Lambeth,2009,Mean,294281
E09000023,Lewisham,2009,Mean,220329
E09000024,Merton,2009,Mean,285475
E09000025,Newham,2009,Mean,195786
E09000026,Redbridge,2009,Mean,233807
E09000027,Richmond upon Thames,2009,Mean,413200
E09000028,Southwark,2009,Mean,295242
E09000029,Sutton,2009,Mean,217694
E09000030,Tower Hamlets,2009,Mean,302714
E09000031,Waltham Forest,2009,Mean,209069
E09000032,Wandsworth,2009,Mean,381982
E09000033,Westminster,2009,Mean,551820
E13000001,Inner London,2009,Mean,356875
E13000002,Outer London,2009,Mean,250184
E12000001,North East,2009,Mean,120570
E12000002,North West,2009,Mean,131227
E12000003,Yorkshire And The Humber,2009,Mean,132046
E12000004,East Midlands,2009,Mean,138932
E12000005,West Midlands,2009,Mean,145866
E12000006,East of England,2009,Mean,185891
E12000007,London,2009,Mean,289411
E12000008,South East,2009,Mean,214722
E12000009,South West,2009,Mean,185649
E92000001,England,2009,Mean,176787
W92000004,Wales,2009,Mean,132593
K04000001,England And Wales,2009,Mean,174451
E09000001,City of London,2010,Mean,470820
E09000002,Barking and Dagenham,2010,Mean,172275
E09000003,Barnet,2010,Mean,353959
E09000004,Bexley,2010,Mean,212084
E09000005,Brent,2010,Mean,294668
E09000006,Bromley,2010,Mean,286900
E09000007,Camden,2010,Mean,528539
E09000008,Croydon,2010,Mean,228485
E09000009,Ealing,2010,Mean,301020
E09000010,Enfield,2010,Mean,249264
E09000011,Greenwich,2010,Mean,260049
E09000012,Hackney,2010,Mean,304604
E09000013,Hammersmith and Fulham,2010,Mean,511016
E09000014,Haringey,2010,Mean,319949
E09000015,Harrow,2010,Mean,296500
E09000016,Havering,2010,Mean,232413
E09000017,Hillingdon,2010,Mean,256289
E09000018,Hounslow,2010,Mean,280467
E09000019,Islington,2010,Mean,410887
E09000020,Kensington and Chelsea,2010,Mean,854409
E09000021,Kingston upon Thames,2010,Mean,319743
E09000022,Lambeth,2010,Mean,319513
E09000023,Lewisham,2010,Mean,238960
E09000024,Merton,2010,Mean,327413
E09000025,Newham,2010,Mean,209756
E09000026,Redbridge,2010,Mean,257919
E09000027,Richmond upon Thames,2010,Mean,445750
E09000028,Southwark,2010,Mean,326943
E09000029,Sutton,2010,Mean,240960
E09000030,Tower Hamlets,2010,Mean,312834
E09000031,Waltham Forest,2010,Mean,223017
E09000032,Wandsworth,2010,Mean,413637
E09000033,Westminster,2010,Mean,618654
E13000001,Inner London,2010,Mean,390736
E13000002,Outer London,2010,Mean,276088
E12000001,North East,2010,Mean,122309
E12000002,North West,2010,Mean,133350
E12000003,Yorkshire And The Humber,2010,Mean,137447
E12000004,East Midlands,2010,Mean,143754
E12000005,West Midlands,2010,Mean,152580
E12000006,East of England,2010,Mean,202886
E12000007,London,2010,Mean,320162
E12000008,South East,2010,Mean,238220
E12000009,South West,2010,Mean,199970
E92000001,England,2010,Mean,191069
W92000004,Wales,2010,Mean,134320
K04000001,England And Wales,2010,Mean,187978
E09000001,City of London,2011,Mean,510605
E09000002,Barking and Dagenham,2011,Mean,173260
E09000003,Barnet,2011,Mean,353457
E09000004,Bexley,2011,Mean,210307
E09000005,Brent,2011,Mean,310766
E09000006,Bromley,2011,Mean,289389
E09000007,Camden,2011,Mean,539390
E09000008,Croydon,2011,Mean,227127
E09000009,Ealing,2011,Mean,316393
E09000010,Enfield,2011,Mean,250309
E09000011,Greenwich,2011,Mean,258634
E09000012,Hackney,2011,Mean,313657
E09000013,Hammersmith and Fulham,2011,Mean,513383
E09000014,Haringey,2011,Mean,331681
E09000015,Harrow,2011,Mean,302691
E09000016,Havering,2011,Mean,226735
E09000017,Hillingdon,2011,Mean,259273
E09000018,Hounslow,2011,Mean,292127
E09000019,Islington,2011,Mean,427356
E09000020,Kensington and Chelsea,2011,Mean,886061
E09000021,Kingston upon Thames,2011,Mean,321577
E09000022,Lambeth,2011,Mean,323469
E09000023,Lewisham,2011,Mean,243377
E09000024,Merton,2011,Mean,334510
E09000025,Newham,2011,Mean,205255
E09000026,Redbridge,2011,Mean,266629
E09000027,Richmond upon Thames,2011,Mean,461962
E09000028,Southwark,2011,Mean,338468
E09000029,Sutton,2011,Mean,239821
E09000030,Tower Hamlets,2011,Mean,310750
E09000031,Waltham Forest,2011,Mean,225284
E09000032,Wandsworth,2011,Mean,420934
E09000033,Westminster,2011,Mean,671296
E13000001,Inner London,2011,Mean,400928
E13000002,Outer London,2011,Mean,278870
E12000001,North East,2011,Mean,115750
E12000002,North West,2011,Mean,129326
E12000003,Yorkshire And The Humber,2011,Mean,132177
E12000004,East Midlands,2011,Mean,140227
E12000005,West Midlands,2011,Mean,147558
E12000006,East of England,2011,Mean,198511
E12000007,London,2011,Mean,325576
E12000008,South East,2011,Mean,233334
E12000009,South West,2011,Mean,194776
E92000001,England,2011,Mean,186279
W92000004,Wales,2011,Mean,131977
K04000001,England And Wales,2011,Mean,183335
E09000001,City of London,2012,Mean,494403
E09000002,Barking and Dagenham,2012,Mean,174070
E09000003,Barnet,2012,Mean,362765
E09000004,Bexley,2012,Mean,209681
E09000005,Brent,2012,Mean,334205
E09000006,Bromley,2012,Mean,292754
E09000007,Camden,2012,Mean,573393
E09000008,Croydon,2012,Mean,237115
E09000009,Ealing,2012,Mean,339933
E09000010,Enfield,2012,Mean,259997
E09000011,Greenwich,2012,Mean,256193
E09000012,Hackney,2012,Mean,339292
E09000013,Hammersmith and Fulham,2012,Mean,543853
E09000014,Haringey,2012,Mean,341855
E09000015,Harrow,2012,Mean,306131
E09000016,Havering,2012,Mean,225429
E09000017,Hillingdon,2012,Mean,267167
E09000018,Hounslow,2012,Mean,297238
E09000019,Islington,2012,Mean,442235
E09000020,Kensington and Chelsea,2012,Mean,1002564
E09000021,Kingston upon Thames,2012,Mean,334647
E09000022,Lambeth,2012,Mean,342889
E09000023,Lewisham,2012,Mean,254837
E09000024,Merton,2012,Mean,333358
E09000025,Newham,2012,Mean,209746
E09000026,Redbridge,2012,Mean,273750
E09000027,Richmond upon Thames,2012,Mean,475924
E09000028,Southwark,2012,Mean,353005
E09000029,Sutton,2012,Mean,246896
E09000030,Tower Hamlets,2012,Mean,321718
E09000031,Waltham Forest,2012,Mean,236524
E09000032,Wandsworth,2012,Mean,443779
E09000033,Westminster,2012,Mean,731953
E13000001,Inner London,2012,Mean,414399
E13000002,Outer London,2012,Mean,286194
E12000001,North East,2012,Mean,117902
E12000002,North West,2012,Mean,131064
E12000003,Yorkshire And The Humber,2012,Mean,133479
E12000004,East Midlands,2012,Mean,142404
E12000005,West Midlands,2012,Mean,149873
E12000006,East of England,2012,Mean,202405
E12000007,London,2012,Mean,334918
E12000008,South East,2012,Mean,238648
E12000009,South West,2012,Mean,196809
E92000001,England,2012,Mean,190592
W92000004,Wales,2012,Mean,132555
K04000001,England And Wales,2012,Mean,187473
E09000001,City of London,2013,Mean,749563
E09000002,Barking and Dagenham,2013,Mean,181352
E09000003,Barnet,2013,Mean,381497
E09000004,Bexley,2013,Mean,220724
E09000005,Brent,2013,Mean,356377
E09000006,Bromley,2013,Mean,308967
E09000007,Camden,2013,Mean,634576
E09000008,Croydon,2013,Mean,246470
E09000009,Ealing,2013,Mean,356936
E09000010,Enfield,2013,Mean,273006
E09000011,Greenwich,2013,Mean,286874
E09000012,Hackney,2013,Mean,384415
E09000013,Hammersmith and Fulham,2013,Mean,605099
E09000014,Haringey,2013,Mean,376909
E09000015,Harrow,2013,Mean,327919
E09000016,Havering,2013,Mean,235762
E09000017,Hillingdon,2013,Mean,279244
E09000018,Hounslow,2013,Mean,320282
E09000019,Islington,2013,Mean,496321
E09000020,Kensington and Chelsea,2013,Mean,1112029
E09000021,Kingston upon Thames,2013,Mean,359796
E09000022,Lambeth,2013,Mean,372426
E09000023,Lewisham,2013,Mean,272980
E09000024,Merton,2013,Mean,368535
E09000025,Newham,2013,Mean,220579
E09000026,Redbridge,2013,Mean,281492
E09000027,Richmond upon Thames,2013,Mean,511671
E09000028,Southwark,2013,Mean,374055
E09000029,Sutton,2013,Mean,260199
E09000030,Tower Hamlets,2013,Mean,342845
E09000031,Waltham Forest,2013,Mean,261714
E09000032,Wandsworth,2013,Mean,486553
E09000033,Westminster,2013,Mean,840540
E13000001,Inner London,2013,Mean,453617
E13000002,Outer London,2013,Mean,302059
E12000001,North East,2013,Mean,117841
E12000002,North West,2013,Mean,131868
E12000003,Yorkshire And The Humber,2013,Mean,134864
E12000004,East Midlands,2013,Mean,145977
E12000005,West Midlands,2013,Mean,153666
E12000006,East of England,2013,Mean,208454
E12000007,London,2013,Mean,359872
E12000008,South East,2013,Mean,245156
E12000009,South West,2013,Mean,199390
E92000001,England,2013,Mean,195426
W92000004,Wales,2013,Mean,133307
K04000001,England And Wales,2013,Mean,192004
E09000001,City of London,2014,Mean,736127
E09000002,Barking and Dagenham,2014,Mean,206204
E09000003,Barnet,2014,Mean,419842
E09000004,Bexley,2014,Mean,246671
E09000005,Brent,2014,Mean,390262
E09000006,Bromley,2014,Mean,346776
E09000007,Camden,2014,Mean,704993
E09000008,Croydon,2014,Mean,270924
E09000009,Ealing,2014,Mean,416084
E09000010,Enfield,2014,Mean,295270
E09000011,Greenwich,2014,Mean,309055
E09000012,Hackney,2014,Mean,443334
E09000013,Hammersmith and Fulham,2014,Mean,688894
E09000014,Haringey,2014,Mean,415282
E09000015,Harrow,2014,Mean,366337
E09000016,Havering,2014,Mean,260020
E09000017,Hillingdon,2014,Mean,309197
E09000018,Hounslow,2014,Mean,343265
E09000019,Islington,2014,Mean,561746
E09000020,Kensington and Chelsea,2014,Mean,1272070
E09000021,Kingston upon Thames,2014,Mean,408164
E09000022,Lambeth,2014,Mean,441043
E09000023,Lewisham,2014,Mean,317418
E09000024,Merton,2014,Mean,414112
E09000025,Newham,2014,Mean,250869
E09000026,Redbridge,2014,Mean,296045
E09000027,Richmond upon Thames,2014,Mean,578861
E09000028,Southwark,2014,Mean,438550
E09000029,Sutton,2014,Mean,291776
E09000030,Tower Hamlets,2014,Mean,398293
E09000031,Waltham Forest,2014,Mean,309212
E09000032,Wandsworth,2014,Mean,560759
E09000033,Westminster,2014,Mean,982786
E13000001,Inner London,2014,Mean,513150
E13000002,Outer London,2014,Mean,330706
E12000001,North East,2014,Mean,120105
E12000002,North West,2014,Mean,136089
E12000003,Yorkshire And The Humber,2014,Mean,138223
E12000004,East Midlands,2014,Mean,153552
E12000005,West Midlands,2014,Mean,159337
E12000006,East of England,2014,Mean,221718
E12000007,London,2014,Mean,396213
E12000008,South East,2014,Mean,260467
E12000009,South West,2014,Mean,208536
E92000001,England,2014,Mean,203311
W92000004,Wales,2014,Mean,137036
K04000001,England And Wales,2014,Mean,199549
E09000001,City of London,2015,Mean,704212
E09000002,Barking and Dagenham,2015,Mean,232262
E09000003,Barnet,2015,Mean,469327
E09000004,Bexley,2015,Mean,268926
E09000005,Brent,2015,Mean,425987
E09000006,Bromley,2015,Mean,387753
E09000007,Camden,2015,Mean,769629
E09000008,Croydon,2015,Mean,305866
E09000009,Ealing,2015,Mean,450678
E09000010,Enfield,2015,Mean,331754
E09000011,Greenwich,2015,Mean,352908
E09000012,Hackney,2015,Mean,495344
E09000013,Hammersmith and Fulham,2015,Mean,741420
E09000014,Haringey,2015,Mean,453958
E09000015,Harrow,2015,Mean,394866
E09000016,Havering,2015,Mean,290179
E09000017,Hillingdon,2015,Mean,355545
E09000018,Hounslow,2015,Mean,383428
E09000019,Islington,2015,Mean,616754
E09000020,Kensington and Chelsea,2015,Mean,1233932
E09000021,Kingston upon Thames,2015,Mean,435587
E09000022,Lambeth,2015,Mean,472322
E09000023,Lewisham,2015,Mean,357634
E09000024,Merton,2015,Mean,451046
E09000025,Newham,2015,Mean,289114
E09000026,Redbridge,2015,Mean,338936
E09000027,Richmond upon Thames,2015,Mean,607049
E09000028,Southwark,2015,Mean,485706
E09000029,Sutton,2015,Mean,324944
E09000030,Tower Hamlets,2015,Mean,424987
E09000031,Waltham Forest,2015,Mean,352767
E09000032,Wandsworth,2015,Mean,582987
E09000033,Westminster,2015,Mean,983757
E13000001,Inner London,2015,Mean,542094
E13000002,Outer London,2015,Mean,367137
E12000001,North East,2015,Mean,124287
E12000002,North West,2015,Mean,141610
E12000003,Yorkshire And The Humber,2015,Mean,143530
E12000004,East Midlands,2015,Mean,162948
E12000005,West Midlands,2015,Mean,168049
E12000006,East of England,2015,Mean,241184
E12000007,London,2015,Mean,428782
E12000008,South East,2015,Mean,279714
E12000009,South West,2015,Mean,220574
E92000001,England,2015,Mean,214637
W92000004,Wales,2015,Mean,141624
K04000001,England And Wales,2015,Mean,210454
E09000001,City of London,2016,Mean,584539
E09000002,Barking and Dagenham,2016,Mean,274835
E09000003,Barnet,2016,Mean,478051
E09000004,Bexley,2016,Mean,312076
E09000005,Brent,2016,Mean,431970
E09000006,Bromley,2016,Mean,423557
E09000007,Camden,2016,Mean,752638
E09000008,Croydon,2016,Mean,331325
E09000009,Ealing,2016,Mean,446024
E09000010,Enfield,2016,Mean,371791
E09000011,Greenwich,2016,Mean,393109
E09000012,Hackney,2016,Mean,515050
E09000013,Hammersmith and Fulham,2016,Mean,718366
E09000014,Haringey,2016,Mean,449162
E09000015,Harrow,2016,Mean,413143
E09000016,Havering,2016,Mean,324690
E09000017,Hillingdon,2016,Mean,382931
E09000018,Hounslow,2016,Mean,395683
E09000019,Islington,2016,Mean,616442
E09000020,Kensington and Chelsea,2016,Mean,1243237
E09000021,Kingston upon Thames,2016,Mean,471030
E09000022,Lambeth,2016,Mean,502453
E09000023,Lewisham,2016,Mean,384740
E09000024,Merton,2016,Mean,467941
E09000025,Newham,2016,Mean,340889
E09000026,Redbridge,2016,Mean,373756
E09000027,Richmond upon Thames,2016,Mean,611014
E09000028,Southwark,2016,Mean,535593
E09000029,Sutton,2016,Mean,349190
E09000030,Tower Hamlets,2016,Mean,459567
E09000031,Waltham Forest,2016,Mean,386035
E09000032,Wandsworth,2016,Mean,635689
E09000033,Westminster,2016,Mean,1005244
E13000001,Inner London,2016,Mean,566636
E13000002,Outer London,2016,Mean,395082
E12000001,North East,2016,Mean,124220
E12000002,North West,2016,Mean,146016
E12000003,Yorkshire And The Humber,2016,Mean,149208
E12000004,East Midlands,2016,Mean,170634
E12000005,West Midlands,2016,Mean,175181
E12000006,East of England,2016,Mean,258431
E12000007,London,2016,Mean,457285
E12000008,South East,2016,Mean,298871
E12000009,South West,2016,Mean,231891
E92000001,England,2016,Mean,222070
W92000004,Wales,2016,Mean,145785
K04000001,England And Wales,2016,Mean,216532
E09000001,City of London,1995,Sales,199
E09000002,Barking and Dagenham,1995,Sales,1488
E09000003,Barnet,1995,Sales,4753
E09000004,Bexley,1995,Sales,3430
E09000005,Brent,1995,Sales,3472
E09000006,Bromley,1995,Sales,4796
E09000007,Camden,1995,Sales,2821
E09000008,Croydon,1995,Sales,5232
E09000009,Ealing,1995,Sales,4058
E09000010,Enfield,1995,Sales,4772
E09000011,Greenwich,1995,Sales,2538
